Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TM","Detailed trade matrix","68","France","97","Hungary","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","3600","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","2472","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","4175","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","91","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","2293","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","3103","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","33","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","142","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","3627","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","3648","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","23","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","179","","Official data",""
"TM","Detailed trade matrix","68","France","270","Mayotte","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","92143","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","100456","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","30302","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","61390","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","8727","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","1662","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","2900","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","6412","","Official data",""
"TM","Detailed trade matrix","68","France","190","Saint Pierre and Miquelon","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","21","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","12410","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","25348","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","8","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","1","","Official data",""
"TM","Detailed trade matrix","68","France","230","Ukraine","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","93","","Official data",""
"TM","Detailed trade matrix","68","France","225","United Arab Emirates","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","8","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5610","Import Quantity","1058","Meat, chicken","2013","2013","tonnes","23255","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","26768","","Official data",""
"TM","Detailed trade matrix","68","France","252","Unspecified Area","5610","Import Quantity","1058","Meat, chicken","2017","2017","tonnes","193","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","4","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","695","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","9218","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","12083","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","14","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","582","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","723","","Official data",""
"TM","Detailed trade matrix","68","France","41","China, mainland","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","54","","Official data",""
"TM","Detailed trade matrix","68","France","214","China, Taiwan Province of","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","98","Croatia","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","50","Cyprus","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","5","","Official data",""
"TM","Detailed trade matrix","68","France","50","Cyprus","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","130","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","25","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","3126","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2525","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","13227","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","19225","","Official data",""
"TM","Detailed trade matrix","68","France","84","Greece","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","187","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","64","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","757","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","714","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","1034","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1064","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","1703","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1060","","Official data",""
"TM","Detailed trade matrix","68","France","110","Japan","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","4","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","94","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","251","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","78","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","18","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","14","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","7618","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","10054","","Official data",""
"TM","Detailed trade matrix","68","France","156","New Zealand","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","3939","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","14358","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","65","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","35","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","222","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","57","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","120","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","260","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","496","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1369","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","636","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","182","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","216","Thailand","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","4539","","Official data",""
"TM","Detailed trade matrix","68","France","216","Thailand","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1910","","Official data",""
"TM","Detailed trade matrix","68","France","230","Ukraine","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","125","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5610","Import Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2949","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1742","","Official data",""
"TM","Detailed trade matrix","68","France","231","United States of America","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","6","","Official data",""
"TM","Detailed trade matrix","68","France","237","Viet Nam","5610","Import Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","102","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","2345","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","258839","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","223423","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","1896","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","2451","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","690","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","400","","Official data",""
"TM","Detailed trade matrix","68","France","33","Canada","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","82","","Official data",""
"TM","Detailed trade matrix","68","France","50","Cyprus","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","298","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","445","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","406","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","3249","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","4431","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","92","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","77","","Official data",""
"TM","Detailed trade matrix","68","France","70","French Polynesia","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","41","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","141189","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","112910","","Official data",""
"TM","Detailed trade matrix","68","France","84","Greece","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","0","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","3564","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","13473","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","5596","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","9379","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","505","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","9408","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","9442","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","62","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","632","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","13465","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","11709","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","16","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","122","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","764","","Official data",""
"TM","Detailed trade matrix","68","France","270","Mayotte","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","0","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","288627","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","239677","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","99153","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","167771","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","11911","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","4063","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","11830","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","19579","","Official data",""
"TM","Detailed trade matrix","68","France","190","Saint Pierre and Miquelon","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","0","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","76","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","43000","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","68498","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","14","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","5","","Official data",""
"TM","Detailed trade matrix","68","France","230","Ukraine","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","72","","Official data",""
"TM","Detailed trade matrix","68","France","225","United Arab Emirates","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","55","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5622","Import Value","1058","Meat, chicken","2013","2013","1000 US$","66268","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","58375","","Official data",""
"TM","Detailed trade matrix","68","France","252","Unspecified Area","5622","Import Value","1058","Meat, chicken","2017","2017","1000 US$","172","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","25","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","3279","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","59193","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","69596","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","68","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","2327","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","3678","","Official data",""
"TM","Detailed trade matrix","68","France","41","China, mainland","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","330","","Official data",""
"TM","Detailed trade matrix","68","France","214","China, Taiwan Province of","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","2","","Official data",""
"TM","Detailed trade matrix","68","France","98","Croatia","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","4","","Official data",""
"TM","Detailed trade matrix","68","France","50","Cyprus","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","9","","Official data",""
"TM","Detailed trade matrix","68","France","50","Cyprus","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","2","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","565","","Official data",""
"TM","Detailed trade matrix","68","France","167","Czechia","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","106","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","9403","","Official data",""
"TM","Detailed trade matrix","68","France","54","Denmark","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","6688","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","1","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","67670","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","80421","","Official data",""
"TM","Detailed trade matrix","68","France","84","Greece","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","5","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","1147","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","349","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","5519","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","3978","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","9414","","Official data",""
"TM","Detailed trade matrix","68","France","105","Israel","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","8793","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","7518","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","4816","","Official data",""
"TM","Detailed trade matrix","68","France","110","Japan","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","4","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","18","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","233","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","706","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","345","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","156","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","73","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5622","Import Value","1061","Meat, chicken, canned","2013","2013","1000 US$","40226","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5622","Import Value","1061","Meat, chicken, canned","2017","2017","1000 US$","44351","","Official data",""
